"Statistic Name","Statistic Type","Database Data Type","Database Category","Database Identifier","Rep 1","Rep 2","Rep 3","Rep 4","Rep 5","Rep 6","Rep 7","Rep 8","Rep 9","Rep 10"
"rPier2.Utilization","DSTAT AVERAGE","Instantaneous Utilization","Resource","rPier2",0.254840644755546,0.174025864186454,0.276833593086439,0.213975435717808,0.165074812554388,0.343299225046581,0.282780898992359,0.248259375281782,0.190844274721874,0.143451806565725
"Seize Dummy Resource.Queue.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Seize Dummy Resource.Queue",7.47303886588644E-02,2.36110794768641E-02,0,7.10741063323768E-03,0,1.16087958271136E-03,0,1.21566188862868E-03,8.81879336467638E-03,2.9840690466479E-03
"Seize Dummy Resource.Queue.WaitingTime","TALLY AVERAGE","Waiting Time","Queue","Seize Dummy Resource.Queue",13.1769501635222,4.5333272595579,0,1.36462284158163,0,0.200599991892523,0,0.256178505311019,1.41100693834822,0.537132428396622
"Ship.NVATime","TALLY AVERAGE","NVA Time","Entity","Ship",0,0,0,0,0,0,0,0,0,0
"Ship.OtherTime","TALLY AVERAGE","Other Time","Entity","Ship",25.9567906595656,13.9551623122035,11.8883596931389,13.5820824699424,5.24140416894559,10.6983288047229,13.4231161864458,9.14127459427376,10.135861584603,6.99643520840796
"Ship.TotalTime","TALLY AVERAGE","Total Time","Entity","Ship",258.751604750627,240.368835394501,221.002109421876,240.741579527588,200.67236682451,253.002651447416,267.332276933331,233.90645297278,207.529025811084,197.590671369385
"Ship.TranTime","TALLY AVERAGE","Transfer Time","Entity","Ship",95,95,95,95,95,95,95,95.0000000000001,95,95
"Ship.VATime","TALLY AVERAGE","VA Time","Entity","Ship",125.845303873686,126.77731565775,114.113749728737,130.731403386223,100.430962655564,147.099628773415,158.909160746885,129.502595410563,101.524864234977,95.04567538304
"Ship.WaitTime","TALLY AVERAGE","Wait Time","Entity","Ship",11.949510217375,4.63635742454786,0,1.42809367142264,0,0.204693869278084,0,0.262582967943794,0.868299991504572,0.548560777936976
"Ship.WIP","DSTAT AVERAGE","WIP","Entity","Ship",1.45989379237258,1.23984538779054,1.42092489260921,1.22502806782675,1.14752128784312,1.44331814765754,1.39235560902776,1.11502903288229,1.36381399794567,1.08563469159355
"Statistic 1","DSTAT AVERAGE","Time Persistent","User Specified","Statistic 1",21.9124906809479,21.2140259747991,26.9678988107717,19.8174814900323,23.9365253295749,24.2237719495005,22.0767438445931,20.2840321147285,25.9953252431775,23.4820420664002
